"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000477205782664908,-0.000533844187672332,0.000217864352114857,0.00018366993214121,2.80568662810177e-05,0.000819829516321005,0.000618779792747983,-0.000297449594795955,-8.49748361647423e-05,-0.000288375474312028,0.000880634725140119,-0.000959960436658237,-0.000882789714844208,2.79856541405251e-05,0.000673694460184004,0.000816944132452877,0.000846374477651148,-0.000899795527911446,0.00114081439411292,0.000236579569809759,0.00482581479196288,0.00665766358819185,0.00815922545689658,0.00568244553052524,0.00891740382940457,0.0116523986710548,0.00988097295937297,0.00964200972799493,0.0126919597336318,0.013239284712914,0.0104353964230432,0.0123425330551831,0.0115849695115942,0.0122686110358389,0.0156029160078789,0.0089889165995502,0.020934908039011,0.0160779661304486,0.020140357036287,0.0262144005856211,0.0285598080272524,0.0406810672026973,0.0269454681289579,0.0309518558366635,0.0272413015232491,0.0394518703760524,0.0522361704383411,0.0542789157743331,0.068074555679687,0.0670196764113582,0.0944168829472268,0.0925527997615723,0.0932285675535322,0.0961342123659827,0.112168737382391,0.141691339560423,0.176116725090922,0.171326417368959,0.0644284847736812,0.219053855983527,0.375754795538879,0.340368800315967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
