"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00177152827292522,0.00041417342021141,-0.00038690138009067,-0.00048801867356905,2.43404882139006e-05,-0.000523321730983216,6.28692521452072e-05,0.00057724656266322,0.000498299871528774,0.000380240599758624,-0.000461443072836536,3.16564694165904e-05,0.000369772122466657,0.000841852196430725,0.000705882038775814,-0.000176517753134679,-0.000613650410591243,-0.000306736885015433,-0.000855203848797117,-0.000584727736379092,0.00346677383025487,0.00489684958098079,0.00321624859292528,0.00411692659840098,0.00484338617795626,0.00521863858597636,0.00550293604170679,0.00587687776631424,0.00856362805595525,0.00606038823175048,0.00535223726987419,0.00486780180039638,0.00572151131752596,0.0068858212212773,0.0120622504740136,0.0143788430794584,0.00739056489215055,0.012536350055696,0.0133765626856509,0.0207586472434427,0.0172869214149152,0.019239314622055,0.0105014790386691,0.0241088605891568,0.0221774454691115,0.0353640103450445,0.047549900571904,0.0439334008621919,0.0476749996060503,0.0587050308664316,0.0709218930308327,0.0646578277392189,0.102177540608465,0.105552453388032,0.0586565438718135,0.11869122750133,0.109543241396655,0.100200236995908,0.179430418739074,0.290133995333077,0.220947272858784,0.314536855176993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
